WO Nbr / SR Nbr,raw_Comments
7912201699,require footages txn No.TXN DateTxn AmtREQUIRED FOOTAGE TIMING452406-02-20192000005:09:52require footages share on durgesh.kamat@electronicpay.in [Generated by Portal Login: pravband Contact: Praveen Bandi 8451008513 praveen@electronicpay.in] CE IS NOW IN108C01 LABOUR. APPROVAL AWAITED labour approval Copied required images successfully New Item :2012-2000-8600 New Serial Number :94-46209877 Old Item :2012-2000-8600 Old Serial Number :94-46209877
7911407144,require footages TXN DateREQUIRED FOOTAGE TIMING12.12.201823:45:00 to 24:00:0013.12.201800:00:00 to 00:15:00require footages share on durgesh.kamat@electronicpay.in [Generated by Portal Login: pravband Contact: Praveen Bandi 8451008513 praveen@electronicpay.in] CE IS NOW IN108A03 CE WAS IN108A03 approval Copied required images successfully New Item :2012-2000-8600 New Serial Number :94-46868549 Old Item :2012-2000-8600 Old Serial Number :94-46868549
7912201612,require footages txn No.TXN DateTxn AmtREQUIRED FOOTAGE TIMING510030-01-20191000021:34:34510430-01-20191000021:38:03require footages share on durgesh.kamat@electronicpay.in [Generated by Portal Login: pravband Contact: Praveen Bandi 8451008513 praveen@electronicpay.in] CE IS NOW IN108C01 LABOUR. APPROVAL AWAITED APPROVAL LABOUR RECEIVED Copied required images successfully and will share the same through Onedrive New Item :2012-2000-8600 New Serial Number :94-48499703 Old Item :2012-2000-8600 Old Serial Number :94-48499703
7910808973,"ATM ID - GFBU014388283, Account No - 11893936483, RR No - 9464, TR date - 07/03/2019, Time - 22:09:42, D/C , , TXN Amt - 0, TR Type - MINI STMT Footages to be shared to atmsopcomplaint.lhopat@sbi.co.in; durgesh.kamat@electronicpay.in & add all these footages in ONE DRIVE 89 List , LABOUR. APPROVAL AWAITED # Activity # EPS SBI Footages to be shared to durgesh.kamat@electronicpay.in approval Required date images not available in Atm because on dated 12-02-19 custodian visited the site and bymistakenly Camera cable got loosen and from that camera images not worked on dated 09-03-19 camera started working , So required dated 07-03-19 images not available in Atm. Currently Camera is working fine. New Item :2012-2000-8600 New Serial Number :94-48501954 Old Item :2012-2000-8600 Old Serial Number :94-48501954"
7912004187,"need to call log for cash shortage rs 2000 (2000*1) need to call log for cash shortage rs 2000 (2000*1) shortage date 09.04.2019last eod date 08.04.2019 required fcr [Generated by Portal Login: phdicici Contact: ICICI PHD 04466367831 icici.phd@hitachi-payments.com] CE IS NOW IN108B01 CE stuck in another site so unable to attend given ETA time same will attend now 18:30hrs CE IS NOW IN108C01 Checked EJ log and found no error regarding cash shortage , So advised custodian to check their end. New Item :2012-2125-8600 New Serial Number :94-49255230 Old Item :2012-2125-8600 Old Serial Number :94-49255230"
7910703342,"Contact person:- Abhijit Singh Suman Mobile no 9955861238 E-mail: atmsopcomplaint.lhopat@sbi.co.in; FSC, Rollouts <RF230058@ncr.com> # ACTIVITY # CCTV MS NCR : DVSS RECORDING SOP BHAGALPUR MODULE MARCH 2019. APPROVAL LABOUR RECEIVED CE IS NOW IN108J01 Approval Copied required images successfully New Item :2012-2000-8600 New Serial Number :94-51210262 Old Item :2012-2000-8600 Old Serial Number :94-51210262"
7912203173,"# EJ - EJ FSS Agent 6.2.1 need to be loadedas per Sunar, Prem S CE IS NOW IN108D02 call sc for tomorrow 11:00hrs loaded ej software and collected ej docket no FSSMUM0305191359028 loaded ej software and collected ej docket no FSSMUM0305191359028 New Item :2012-2000-8600 New Serial Number :94-48504653 Old Item :2012-2000-8600 Old Serial Number :94-48504653"
7910808989,"ATM ID - GFBU000010028, Account No - 34448908487, RR No - 7575, TR date - 24/01/2019, Time - 12:34:13, D/C , D, TXN Amt - 10000, TR Type - WITHDRAWAL Footages to be shared to atmsopcomplaint.lhopat@sbi.co.in; durgesh.kamat@electronicpay.in & add all these footages in ONE DRIVE 89 List , LABOUR. APPROVAL AWAITED # Activity # EPS SBI Footages to be shared to durgesh.kamat@electronicpay.in collected requested images will hand over customer today eod collected requested images will hand over customer today eod New Item :2012-2000-8600 New Serial Number :94-48722043 Old Item :2012-2000-8600 Old Serial Number :94-48722043"
7910808990,"ATM ID - GFBU000010029, Account No - 34448908487, RR No - 1906, TR date - 15/02/2019, Time - 14:28:45, D/C , D, TXN Amt - 0, TR Type - BAL.INQATM ID - GFBU000010029, Account No - 34448908487, RR No - 1908, TR date - 15/02/2019, Time - 14:33:15, D/C , D, TXN Amt - 20000, TR Type - WITHDRAWAL Footages to be shared to atmsopcomplaint.lhopat@sbi.co.in; durgesh.kamat@electronicpay.in & add all these footages in ONE DRIVE 89 List , LABOUR. APPROVAL AWAITED # Activity # EPS SBI Footages to be shared to durgesh.kamat@electronicpay.in Collected requested images will hand over to customers today eod Collected requested images will hand over to customers today eod New Item :2012-2000-8600 New Serial Number :94-48722060 Old Item :2012-2000-8600 Old Serial Number :94-48722060"
7912305065,Machine not coming in service As per custodian Sanjay 7563844062 Machine not coming in service As per custodian Sanjay 7563844062 [Generated by Portal Login: shelpawa Contact: pankaj kumar 8010105278 pnb-chn-kolhd@hitachi-payments.com] CE IS NOW IN108D02 Site have software courrpted now reloaded software now atm live workings fine     New Item :2012-2000-8600 New Serial Number :94-51943032 Old Item :2012-2000-8600 Old Serial Number :94-51943032
7910902478,"94-48504423 RAN00494 Abhijit.Saha2@ncr.com & Projects.FSC@ncr.com AT- CHANDRAPURA,PO- HATHIRPUR,PS- BRAHMPUR, BUXUR # EJ – EJ EPS 2.6.0 to be loaded. Base IUI:08.05 & Update: Canara non solidcore. CE need to call EPS EJ helpdesk for Docket #. CE IS NOW IN108F02 # smartx agent# loaded with base 8.05 and eod canara updated tested ok ej docket number pendi g need to send backup via mail then shared docket # smartx agent# loaded with base 8.05 and eod canara updated tested ok ej docket number pendi g need to send backup via mail then shared docket New Item :2012-2000-8600 New Serial Number :94-48504423 Old Item :2012-2000-8600 Old Serial Number :<blank>"
7912102925,ATM Not Coming In Service - CMS CUS RANJEET 7979882086 /CE SATISH 9771485840 [Generated by Portal Login: dineshm05 Contact: Rajesh 02261957674 FSS-BOBPATNA@fss.co.in] CE IS NOW IN108F02 due to multiple call and security reason   delete India vc log file tested ok working fine atm operational txn New Item :2012-2000-8600 New Serial Number :94-48718938 Old Item :2012-2000-8600 Old Serial Number :94-48718938
7911004762,"Software Security Solution Installation Base IUI 8.05 & FIS BOI update // CE to follow Procedure1. CE to take counter Slip 2. Engg need to call Security application EJ team to pull the EJ’s available in ATM before activitystart (Not applicable for New Installation)EJ Team Number: 080 -46593748/49.4) Before starting the activity CE to login in Admin mode & perform the Telnet for below IP’s & port #Ø 172. 21.214.220 443 (Solidcore)Ø 172. 21.214.222 7300 (HDE Server)Ø 172. 21.214.223 7300 (HDE Server)Note: Post Successful telnet only CE need to start the activity5) Format the Hard disk both (Primary & Secondary)6) Base IUI 8.05 & FIS BOI update7) Once Base is completed CE need to configure the ATM IP details & need to check the telnet forBelow IP’s & Port #8) Telnet to be checkØ 172. 21.214.220 443 (Solidcore)Ø 172. 21.214.222 7300 (HDE Server)Ø 172. 21.214.223 7300 (HDE Server)9) Basis on the successful telnet, Engg can start the update10) Engg need to ask for BIOS password. During this process, Engineer will be asked with followingdetails ATM Serial No, Engg Name, Contact Details, Work Order No etc.FIS team Contact details: - for Solid core and BIOS password080-46593748/4911) Once Update is completed Need to configure the BIOS Password (Mandatory)12) Once installations are successful, Engineer need to call EJ team for Post Docket number. (080-46593747)13) Once EJ docket number received, Engg need to call to Security team along with EJ docketnumber for getting the Solidcore. (080-46593748/49)14) Security team will check and confirm below details before sharing Docket no to Engg· ATM Status· Solidcore parameters on ePO/URL· HDE Status· Txn no (Normal / VG)· Engg need to change BIOS password (Recommended for first time Solidcore /HDE installation only).15) Security team will provide Solidcore Docket No on further successful verification of all requiredparameters.16) HDE Docket number will be shared with NCR team aft #Software upgradation# # Deployment Activity / Deployment -Centralised approvals / FIS BOIDeployment - Centralized Approvals CE IS NOW IN108F02 #software upgrade# #software upgrade# already done Post EJ DOCKET BOI010519059 New Item :2012-2000-8600 New Serial Number :94-48726305 Old Item :2012-2000-8600 Old Serial Number :94-48726305"
7912203959,need to call log for software issue As per SV Sarvesh ATMO BIR BAHADUR 8789513735 need to call log for software issue called to CE SATISH 9771485840 but no switch off. [Generated by Portal Login: mohariz1 Contact: ganpati 7028999952 ganpatib.gilbile@tsi.com] CE IS NOW IN108F02 site will attend tommorow at 11.00 am due to stuck on software call earth and neutral issue. At site earth and neutral issue PN:232V PE:07V EN:04V same inform sourab bti reload software tested ok working fine atm operational mini statementdone ups not start auto New Item :2012-2000-8600 New Serial Number :94-51207090 Old Item :2012-2000-8600 Old Serial Number :94-51207090
7910806501,[SPD:SS ATM/ABM:PHYSICAL SECURITY:SECURITY PHYSICAL:CAMERA SECURITY FEATURE IS INOPERATIVE:::] CALL LOG FOR CCTV FOOTAGES10A00008800594-431407573.29E+107115/2/201912:36:57D4000WITHDRAWALContact person:- Abhijit Singh Suman Mobile no 9955861238E-mail: atmsopcomplaint.lhopat@sbi.co.in; [Generated by Portal Login: navnkuma Contact: Navnit Kumar 18001804785 navnit.kumar@prizmpayments.com] CE IS NOW IN108H01 APPROVAL LABOUR RECEIVED image collected and provide to customer via email (atmsopcomplaint.lhopat@sbi.co.in) image collected and provide to customer via email (atmsopcomplaint.lhopat@sbi.co.in) New Item :5875-0101-7490 New Serial Number :94-43140757 Old Item :5875-0101-7490 Old Serial Number :94-43140757
7910808905,"ATM ID - GFBU000088031, Account No - 20314880490, RR No - 4410, TR date - 22/02/2019, Time - 18:05:39, D/C , D, TXN Amt - 10000, TR Type - WITHDRAWALATM ID - GFBU000088031, Account No - 20314880490, RR No - 4411, TR date - 22/02/2019, Time - 18:06:45, D/C , D, TXN Amt - 10000, TR Type - WITHDRAWAL Footages to be shared to atmsopcomplaint.lhopat@sbi.co.in; durgesh.kamat@electronicpay.in & add all these footages in ONE DRIVE 89 List , LABOUR. APPROVAL AWAITED # Activity # EPS SBI Footages to be shared to durgesh.kamat@electronicpay.in Require date time image not available due to technical issue Require date time image not available due to technical issue New Item :2012-2000-8600 New Serial Number :94-48139971 Old Item :2012-2000-8600 Old Serial Number :94-48139971"
7912201145,Coll logg for software issue system reboot problem kindly Coll logg for software issue CE Amrendra Kumar contact no 9771457529 [Generated by Portal Login: pravband Contact: Praveen Bandi 8451008513 msc_sbi2@electronicpay.in] CE IS NOW IN108H01 due to UPS backup issue I have installed the software ATM tested fine tx done   due to UPS backup issue I have installed the software ATM tested fine tx done New Item :2012-2000-8600 New Serial Number :94-48139973 Old Item :2012-2000-8600 Old Serial Number :94-48139973
7910808953,"ATM ID - GFBU000088041, Account No - 11042061214, RR No - 4408, TR date - 28/01/2019, Time - 13:01:21, D/C , D, TXN Amt - 11000, TR Type - WITHDRAWALATM ID - GFBU000088041, Account No - 11042061214, RR No - 4421, TR date - 28/01/2019, Time - 13:15:38, D/C , D, TXN Amt - 3000, TR Type - WITHDRAWALATM ID - GFBU000088041, Account No - 11042061214, RR No - 4413, TR date - 28/01/2019, Time - 13:09:04, D/C , , TXN Amt - 0, TR Type - MINI STMT Footages to be shared to atmsopcomplaint.lhopat@sbi.co.in; durgesh.kamat@electronicpay.in & add all these footages in ONE DRIVE 89 List , LABOUR. APPROVAL AWAITED CE IS NOW IN108H02 image collected and provide to customer via email (msc_sbi2@electronicpay.in;durgesh.kamat@electronicpay.in;atmsopcomplaint.lhopat@sbi.co.in) image collected and provide to customer via email (msc_sbi2@electronicpay.in;durgesh.kamat@electronicpay.in;atmsopcomplaint.lhopat@sbi.co.in) New Item :2012-2000-8600 New Serial Number :94-48141775 Old Item :2012-2000-8600 Old Serial Number :94-48141775"
7910808963,"ATM ID - GFBU000088045, Account No - 32445037277, RR No - 7184, TR date - 07/01/2019, Time - 13:20:57, D/C , D, TXN Amt - 3000, TR Type - WITHDRAWALATM ID - GFBU000088045, Account No - 32445037277, RR No - 8239, TR date - 11/01/2019, Time - 18:22:45, D/C , D, TXN Amt - 20000, TR Type - WITHDRAWALATM ID - GFBU000088045, Account No - 32445037277, RR No - 8237, TR date - 11/01/2019, Time - 18:20:53, D/C , D, TXN Amt - 0, TR Type - BAL.INQ Footages to be shared to atmsopcomplaint.lhopat@sbi.co.in; durgesh.kamat@electronicpay.in & add all these footages in ONE DRIVE 89 List , LABOUR. APPROVAL AWAITED # Activity # EPS SBI Footages to be shared to durgesh.kamat@electronicpay.in image collected and provide to customer via email (msc_sbi2@electronicpay.in;durgesh.kamat@electronicpay.in;atmsopcomplaint.lhopat@sbi.co.in image collected and provide to customer via email (msc_sbi2@electronicpay.in;durgesh.kamat@electronicpay.in;atmsopcomplaint.lhopat@sbi.co.in) New Item :2012-2000-8600 New Serial Number :94-48498262 Old Item :2012-2000-8600 Old Serial Number :94-48498262"
7911406779,require footages txn No.TXN DateTxn AmtREQUIRED FOOTAGE TIMING893005-03-20192000023:34:30894106-03-20192000000:03:28require footages share on durgesh.kamat@electronicpay.in [Generated by Portal Login: pravband Contact: Praveen Bandi 8451008513 praveen@electronicpay.in] CE IS NOW IN108H01 CE WAS IN108H01 image collected and provide to customer via email (msc_sbi2@electronicpay.in;atmsopcomplaint.lhopat@sbi.co.in;durgesh.kamat@electronicpay.in) image collected and provide to customer via email (msc_sbi2@electronicpay.in;atmsopcomplaint.lhopat@sbi.co.in;durgesh.kamat@electronicpay.in) New Item :2012-2000-8600 New Serial Number :94-48501340 Old Item :2012-2000-8600 Old Serial Number :94-48501340
7911906401,call for Cash shortages issue call for Cash shortages issue Shortage Date26-Apr-19Total Amt.100200500200020000002000*1Custodian NameCustodian No.Roshan8340198070 [Generated by Portal Login: pravband Contact: Praveen Bandi 8451008513 praveen@electronicpay.in] CE IS NOW IN108H02 call schedule due to busy on other call spoken with CE site planned for today 12:00hrs check ej and log no error found and as per discussion with cit physical cash match with switch New Item :2012-2000-8600 New Serial Number :94-51951000 Old Item :2012-2000-8600 Old Serial Number :94-51951000
7910103412,"Atm id : S1BB000032035 ; Contact person:- Abhijit Singh Suman Mobile no 9955861238 ; E-mail: atmsopcomplaint.lhopat@sbi.co.in ; mail Vickky, Manish Kumar <Manish.Vickky@ncr.com> CCTV footages required date: 25/02/2019 - 9:27:01 PM, - 5860 - 35198411776 APPROVAL LABOUR RECEIVED From: Vickky, Manish Kumar Sent: Thursday, April 11, 2019 11:12 AM To: FSC, Rollouts <RF230058@ncr.com>; Khona, Dhaval <Dhaval.Khona@ncr.com> Cc: ATMSOPCOMPLAINT LHO <atmsopcomplaint.lhopat@sbi.co.in>; India SC, Bihar <IB230030@ncr.com>; Dheeraj, Swatantra Kumar <SwatantraKumar.Dheeraj@ncr.com>; Kumar, Pankaj <Pankaj.Kumar@ncr.com>; SBIIM, Group <GI230004@ncr.com>; CCA, India <IC230019@ncr.com>; Singh, Abhishek <Abhishek.Singh@ncr.com>; Kumar, Prabhat <Prabhat.Kumar@ncr.com>; India, FSC EM <FI230022@ncr.com>; ATMSOPCOMPLAINT LHO <atmsopcomplaint.lhopat@sbi.co.in>; AGM ATM NW2 LHO PAT <agmatmnw2.lhopat@sbi.co.in>; India SC, Jharkhand <JI230019@ncr.com>; Ray, Ramesh Kumar <Ramesh.Ray@ncr.com>; Kumar, Niraj <Niraj.Kumar2@ncr.com>; De, Suhas Kumar <Suhas.De@ncr.com> Subject: RE: MS NCR : DVSS RECORDING SOP PATNA MODULE MARCH 2019 CCTV footage copied CCTV footage copied and I will submit at night to require person. New Item :2012-2000-8600 New Serial Number :94-52688589 Old Item :2012-2000-8600 Old Serial Number :94-52688589"
7910703303,"Contact person:- Abhijit Singh Suman Mobile no 9955861238 E-mail: atmsopcomplaint.lhopat@sbi.co.in; FSC, Rollouts <RF230058@ncr.com> # ACTIVITY # CCTV MS NCR : DVSS RECORDING SOP BHAGALPUR MODULE MARCH 2019. APPROVAL LABOUR RECEIVED CE IS NOW IN151D82 CCTV footage copied CCTV footage copied and I will submit to require person at night New Item :2012-2000-8600 New Serial Number :94-52688589 Old Item :2012-2000-8600 Old Serial Number :94-52688589"
7911902352,"Duracell battery issue custodian Bijju 8291293414 // Ground Floor, Dipti Solitaire, Junction of L.B.S. Marg & M.G. Road, Ghatkopar (West), Mumbai [Generated by Portal Login: tulokesh Contact: Lokesh TU 9380449181 Lokesh.T@hitachi-payments.com] Battery is getting arranged CE IS NOW IN109A80 Tuesday replace Duracell battery and same inform to cit biju now atm operational Na New Item :2012-2000-8600 New Serial Number :94-46868882 Old Item :2012-2000-8600 Old Serial Number :94-46868882"
7909213063,"# Activity # EN Axis - Post Completion SPS Activity ATM's generating frequent Card reader Error.......M Status 81 reflecting in EJs please log card reader calls and ask engg. to clean/service the card reader. SPS check should be restricted to checking the graph and trigger tool only.Card Reader Fatal 14Communication Faults2ATM ID:AECN06319mail from FSC, Projects <Projects.FSC@ncr.com> # Activity # EN Axis - Post Completion SPS Activity ATM's generating frequent Card reader Error....... CE IS NOW IN109A01 atm is operational on site card reader is replaced on SR 7906603563 after that there is no call for card reader New Item :2012-2000-8600 New Serial Number :94-50736031 Old Item :2012-2000-8600 Old Serial Number :94-50736031"
7911403584,"• BEFORE INSTALLATION OF Tranxit AGENT NEED TO TAKE EJ 2 MONTH BACK UP ON PRIORITY. Also informed to engineers before visit the site Kindly confirm the ( Electrical / Power / UPS / Access ) issue from respective FIS LR on given number. We have claim for this sites so kindly take EJ BackupPlease use below link to download Tranxit Agent 7.3 setup. https://www.dropbox.com/sh/ojq7o810u9mr84s/AABYMf-zuMhynbpWshz7Q4p8a?dl=0 ATMID CMN9015 FIS LR Name SHASHIKANT KADAM (E3027180) Contact Details 9987061714;9821240218 LASTSUCCESSFULEJUPDATE 4/8/2019, Penalty Case Yes/No Yes Claim AMT NA Claim date Last 2 month EJ mail from Padwal, Rakesh <Rakesh.G.Padwal@fisglobal.com> # EJ - EJ FIS Tranxit agent 7.3 to be loaded, APPROVAL LABOUR RECEIVED CE IS NOW IN109A80 on site loaded tranxit agent but tranxit agent not connected so need to be reload full software now we're arranging software on site loaded tranxit agent but tranxit agent not connected so need to be reload full software now we're arranging software New Item :2012-2000-8600 New Serial Number :94-50736239 Old Item :2012-2000-8600 Old Serial Number :94-50736239"
7910008808,"Place both the pwm.msi & pwm.bat in C:NCRLogs or TEMP Folder. Ask CE to execute .bat file. Never execute .msi. As per mail from FSC, Projects <Projects.FSC@ncr.com> # Activity # Hindustan Bank - activity Engg has loaded the software and due to which ATM is locked down CE IS NOW IN109A80 On site activity done but emv transactions not happening because download issue from switch now on site loading pmw, e agent 1.0.29 and loaded velox software now check pwm working velox connect confirm by mr. Akshay now atm operational Na New Item :2012-2000-8600 New Serial Number :94-51207337 Old Item :2012-2000-8600 Old Serial Number :94-51207337"
7912007033,"ATM IDADDRESSSERIAL NO.Custodian Name is not applicable , however mention below Name as custodianS1ANMH43Nariman Pt - Express Towers Plantno.9,Godrej&Boycecomplex,Lbsmarg-Vikhroli(West) 400079 Mumbai94-51208564SHRIKANT- 9021510329FSC, Projects <Projects.FSC@ncr.com> Solidcore connection. CE IS NOW IN109A04 N/A load the whole software and restart the machine tested k solide core doct n - N0205191740R New Item :2012-2000-8600 New Serial Number :94-51208564 Old Item :2012-2000-8600 Old Serial Number :94-51208564"
7912208500,CALL LOG FOR PASSWORD CHANGING CALL LOG FOR PASSWORD CHANGING CUSTODIAN MR. RAJESH 9920433373 ENGINEER MR. PRASHANT 9773590996 [Generated by Portal Login: ranjsahu Contact: Ranjan Sahu 9380181542 ranjan.sahu@prizmpayments.com] CE IS NOW IN109A01 vault password to be changed   on site branch cit successfully changed the vault password and both Cit tried to open and close vault with new password successfully atm tested working fine New Item :2012-2000-8600 New Serial Number :94-51209976 Old Item :2012-2000-8600 Old Serial Number :94-51209976
7912204810,"CRF issue card reader issue//Eng Prashant 9773590996// conf by cust deepak 9892914399 // Dipa Jewelers, Near Saibaba Mandir, Shathe Nagar Mankhurd West, Mumbai - 400043, Maharashtra [Generated by Portal Login: tulokesh Contact: Lokesh TU 9380449181 Lokesh.T@hitachi-payments.com] CE IS NOW IN109A01 on site clear the error card reader. now atm is operational.     New Item :2012-2000-8600 New Serial Number :94-52052409 Old Item :2012-2000-8600 Old Serial Number :94-52052409"
7910008848,"Place both the pwm.msi & pwm.bat in C:NCRLogs or TEMP Folder. Ask CE to execute .bat file. Never execute .msi. As per mail from FSC, Projects <Projects.FSC@ncr.com> # Activity # Hindustan Bank - activity Engg has loaded the software and due to which ATM is locked down CE IS NOW IN109A04 On site activity done but emv transactions not happening because download issue from switch now on site loading pmw, e agent 1.0.29 and loaded velox software now check pwm working velox connect confirm by mr. Akshay now atm operational Na New Item :2012-2000-8600 New Serial Number :94-52683967 Old Item :2012-2000-8600 Old Serial Number :94-52683967"
7912100729,Ping and poll activityNeed Engineer on 2nd May in b/w 1530 to 1700 HRS Ping and poll activityNeed Engineer on 2nd May in b/w 1530 to 1700 HRS [Generated by Portal Login: prizmyes Contact: Malaya Mohanty 9025109114 Malaya.mohanty@hitachi-payments.com] CE IS NOW IN109A01 CE WAS IN109A01 N/A visited the site done Activiti successful machine tested k New Item :2012-2000-8600 New Serial Number :94-54058934 Old Item :2012-2000-8600 Old Serial Number :94-54058934
7912101796,frequently card reader issue at site. frequently card reader issue at site. [Generated by Portal Login: Ujjivan02 Contact: sunaina nag 7338777422 ujjivanms@fss.co.in] CE IS NOW IN109A04 CE WAS IN109A04 CE IS NOW IN109A01 spoken with br cit ajay as per him atm is operational and transacting. New Item :2012-2000-8600 New Serial Number :94-54059396 Old Item :2012-2000-8600 Old Serial Number :94-54059396
7912305049,"CDF issue, caller: Deepak branch 8850768715, cit: same, atm id 01205034 CDF issue, caller: Deepak branch 8850768715, cit: same, atm id 01205034 CE IS NOW IN109A01   on site loaded cash properly. now atm is operational and transacting New Item :2012-2000-8600 New Serial Number :94-54064593 Old Item :2012-2000-8600 Old Serial Number :94-54064593"
7912002233,Hard disk Encryption Issue. Machine is down due to HDD Encryption server issue. Please contact Mr. Joseph from your Team. also note there is no network issue. [Generated by Portal Login: 1anil123 Contact: Azeem 04846615524 fts@csb.co.in] CE IS NOW IN109A80 CE WAS IN109A80 CE IS NOW IN109A01 on site loaded software. configured TM keys. now atm is operational. withdrawal amount 500rs New Item :2018-2101-8600 New Serial Number :94-54704886 Old Item :2018-2101-8600 Old Serial Number :94-54704886
7911700295,Required auditing at site. Required auditing at site. [Generated by Portal Login: Ujjivan02 Contact: sunaina nag 7338777422 ujjivanms@fss.co.in] CE IS NOW IN109A01 CE WAS IN109A01 N/A visite the site and Aoudit done successful machine tested k New Item :2012-2000-8600 New Serial Number :94-55547792 Old Item :2012-2000-8600 Old Serial Number :94-55547792
7910008820,"Place both the pwm.msi & pwm.bat in C:NCRLogs or TEMP Folder. Ask CE to execute .bat file. Never execute .msi. As per mail from FSC, Projects <Projects.FSC@ncr.com> # Activity # Hindustan Bank - activity Engg has loaded the software and due to which ATM is locked down CE IS NOW IN109A80 On site activity done but emv transaction not happening because download issue from switch now on site loaded eagent 1.0.29, & pwm and velox software now check pwm working and velox connect confirm by mr.Akshay now atm operational Na New Item :2018-2000-8600 New Serial Number :94-56352302 Old Item :2018-2000-8600 Old Serial Number :94-56352302"
7912104382,card reader issue Ghatkopar Railway Police Colony 400071 [Generated by Portal Login: thasac14 Contact: pritesh kadam 02239397354 ENAXIS@euronetworldwide.com] CE IS NOW IN109A01 on site done rebaseline of SPS and monitored ASM graph tool it is showing stable. but on site there is link issue same confirmed with pratik sawant from EN team     New Item :2018-2000-8600 New Serial Number :94-56353609 Old Item :2018-2000-8600 Old Serial Number :94-56353609
7906603228,"Problem Description: • EJ / Screens / IP Backup to be taken, EJ Docket no to be collected, IC to be collected, please check Product Column and advise, CE to call Padma-8424055636/Manish - 8108102399/Suresh - 9004135727 for assistance & before visiting as well CE need to load the software from USB released after 28th FEB.BIN No – NUS20190228Software versión – 3.03 COOP BANK IUI 8.05Folder – C:/program files / ncr aptra/ adv NDC #Software upgradation#/# Deployment Activity # Deployment - Centralized Approval # / Infinitas Techology - GP Parsik Bank WIN 7 + EMV + SOLIDCORE + SDMS to be loaded from Ahuja, Sapna <Sapna.Ahuja@ncr.com> on dated Mon 2/4/2019 11:38 AM. CE IS NOW IN109B06 loaded the base 8.5 and update 3.5 tested ok loaded the base 8.5 and update 3.5 tested ok New Item :2012-2000-8600 New Serial Number :94-45479736 Old Item :2012-2000-8600 Old Serial Number :94-45479736"
7912209947,call logged for hood lock not open call logged for hood lock not open [Generated by Portal Login: prizmyes Contact: ranjan 44449037443 YBLHelpdesk@hitachi-payments.com] CE IS NOW IN109B02 adjust the union loack     New Item :2012-2000-8600 New Serial Number :94-46868106 Old Item :2012-2000-8600 Old Serial Number :94-46868106
7912205102,need to call log for software issue need to call log for software issue EPS CM Siddharth Suryavanshi 8291857082 Eng Momhin 9930780413 [Generated by Portal Login: pravband Contact: Praveen Bandi 8451008513 praveen@electronicpay.in] CE IS NOW IN109B02 CE WAS IN109B02 Replaced the EPP and reload the software. Tested ok. Replaced the EPP and reload the software. Tested ok. New Item :2012-2000-8600 New Serial Number :94-48013171 Old Item :2012-2000-8600 Old Serial Number :94-48013171
7910701357,:- # Hardware Exception # Deployment Activity # SPS harness Cable to be installed / Image of SPS & Harness cable connected to be uploaded on Maudit as per Mail received from Sapna Ahuja Tue 4/16/2019 4:18 PM # Hardware Exception # Deployment Activity # SPS harness Cable to be installed / Image of SPS & Harness cable connected to be uploaded on Maudit. CE IS NOW IN109B05 flm install the sps harness cable tested ok New Item :2012-2000-8600 New Serial Number :94-48919084 Old Item :2012-2000-8600 Old Serial Number :94-48919084
7911800575,Need to call log for shortage of 500*1 As per mail received from Brinks team-Sat 27-04-2019 22:27 Need to call log for shortage of 500*1 CRA Amit/Shrimant-8657485298/8657485331 Last EOD 23.03.2019 Shortage 27.03.2019Add- TNA-L ATMS AT PR S BUILDING WEST SIDE FROM CSTM END THANE [Generated by Portal Login: singhaut Contact: Akshata 022-33865337 FISPSS_SLM@fisglobal.com] CE IS NOW IN109B02 fcr share on mail     New Item :2012-2000-8600 New Serial Number :94-50735509 Old Item :2012-2000-8600 Old Serial Number :94-50735509
7834901850,"Engg need to load IUI 8.05 and update 3.02 CE Need to follow process : • EJ / Screens / IP Backup to be taken • EJ Docket no to be collected • IC to be collected For support cordinate with Padma from infitas Team - Toll Free No:18005327703 Mob No. 8424055636 # Deployment Activity / Deployment -Centralised approval /Bhagini Nivedita Sahakari Bank -ATM Upgrade Mail received from Kumar, Suresh on dated Thursday, December 13, 2018 6:05 PM CE IS NOW IN109B05 Done the Win7, EMV, Solidcore and SDMS loading activity. Done the Win7, EMV, Solidcore and SDMS loading activity. New Item :2012-2000-8600 New Serial Number :94-50739074 Old Item :2012-2000-8600 Old Serial Number :94-50739074"
7912104953,"call log for machine not coming in serviceATM ID0205W049ATM Serial Number94-50774842AddressShop No.02, Sangam Apartment, Opp. Tmc School, Yashodan Nagar, Thane (W). 400 606Problem call log for machine not coming in serviceFLMNANDRAJ 9167740620Engineer MOIN 9930780413Call schedule Time Wsg Msp Can <wsg.msp.can@writercorporation.com> call log for machine not coming in service CE IS NOW IN109B06 CE IS NOW IN109B08 At site machine is operational. New Item :2012-2000-8600 New Serial Number :94-50774842 Old Item :2012-2000-8600 Old Serial Number :94-50774842"
7911607271,pradeep branch 88792456544 ATM ID - TJ012102CIT - SAME CASH SHORTAGE date 26/4/2019 Amount 100 CE IS NOW IN109D01 CE IS NOW IN109B05 cheack the ej logs from date 25/04/19 to 29/04/19 there is no hardware error found related cash shortage issue New Item :2012-2000-8600 New Serial Number :94-51944823 Old Item :2012-2000-8600 Old Serial Number :94-51944823
